id,split,label,amount,hour,n_prior_txns,distance_km,device_age_days,prediction
txn_00431,test,legitimate,9.81,17,14,42.9,177,legitimate
txn_00432,train,legitimate,31.3,6,8,40.4,552,legitimate
txn_00433,train,legitimate,68.41,22,11,6.5,289,legitimate
txn_00434,train,legitimate,32.18,20,12,20.7,68,legitimate
txn_00435,train,legitimate,2.62,4,10,140.0,552,legitimate
txn_00436,train,legitimate,44.52,6,9,6.1,922,legitimate
txn_00437,train,legitimate,24.66,9,10,6.3,223,legitimate
txn_00438,train,legitimate,9.44,16,13,48.2,1384,legitimate
txn_00439,test,legitimate,93.15,21,9,35.2,294,legitimate
txn_00440,train,legitimate,4.1,15,14,42.2,684,legitimate
txn_00441,train,legitimate,150.38,12,7,13.8,1483,legitimate
txn_00442,test,legitimate,12.39,9,10,70.1,1213,legitimate
txn_00443,test,legitimate,111.5,21,16,110.3,713,legitimate
txn_00444,test,legitimate,22.25,2,10,18.4,791,legitimate
txn_00445,train,legitimate,6.18,20,15,13.0,197,legitimate
txn_00446,train,legitimate,25.56,1,15,15.7,307,legitimate
txn_00447,test,legitimate,32.35,23,12,36.8,1292,legitimate
txn_00448,test,legitimate,39.87,4,15,3.7,140,legitimate
txn_00449,train,legitimate,66.86,15,19,24.3,707,legitimate
txn_00450,train,legitimate,9.51,0,20,11.7,564,legitimate
txn_00451,train,legitimate,37.95,1,12,0.1,1414,legitimate
txn_00452,train,legitimate,48.4,20,18,11.6,176,legitimate
txn_00453,test,legitimate,17.73,21,11,10.0,990,legitimate
txn_00454,train,legitimate,9.15,5,12,29.8,439,legitimate
txn_00455,test,legitimate,8.97,4,13,35.8,981,legitimate
txn_00456,test,legitimate,49.01,5,15,6.1,264,legitimate
txn_00457,train,legitimate,51.48,3,13,40.5,1220,legitimate
txn_00458,train,legitimate,10.18,0,7,8.2,433,legitimate
txn_00459,train,legitimate,6.12,8,5,35.6,111,legitimate
txn_00460,train,legitimate,79.74,6,15,77.1,579,legitimate
txn_00461,train,legitimate,4.95,4,17,18.5,800,legitimate
txn_00462,train,legitimate,27.22,7,10,15.5,1455,legitimate
txn_00463,test,legitimate,10.41,3,20,15.6,1225,legitimate
txn_00464,test,legitimate,4.04,4,16,8.4,353,legitimate
txn_00465,train,legitimate,26.27,15,9,46.7,38,legitimate
txn_00466,train,legitimate,19.21,17,7,1.1,121,legitimate
txn_00467,test,legitimate,97.27,21,14,10.8,1036,legitimate
txn_00468,train,legitimate,222.75,7,15,107.7,1324,legitimate
txn_00469,train,legitimate,19.24,6,14,3.2,776,legitimate
txn_00470,train,legitimate,64.4,9,11,34.1,908,legitimate
txn_00471,test,legitimate,65.66,8,12,1.1,319,legitimate
txn_00472,train,legitimate,13.78,4,8,23.5,1462,legitimate
txn_00473,train,legitimate,9.79,15,11,3.0,309,legitimate
txn_00474,train,legitimate,115.26,5,8,39.3,1151,legitimate
txn_00475,test,legitimate,16.13,7,14,32.9,1478,legitimate
txn_00476,train,legitimate,22.61,15,9,48.7,544,legitimate
txn_00477,train,legitimate,17.36,11,7,1.6,1353,legitimate
txn_00478,train,legitimate,20.32,6,9,0.3,458,legitimate
txn_00479,test,legitimate,12.72,21,12,26.9,1361,legitimate
txn_00480,train,legitimate,48.87,2,7,17.6,272,legitimate
txn_00481,train,legitimate,80.96,2,14,14.6,115,legitimate
txn_00482,train,legitimate,16.0,9,11,16.6,1162,legitimate
txn_00483,train,fraud,7.54,12,11,41.4,1033,legitimate
txn_00484,test,legitimate,24.39,16,6,13.2,1220,legitimate
txn_00485,train,legitimate,5.28,5,11,15.6,775,legitimate
txn_00486,train,legitimate,12.27,17,13,46.2,1437,legitimate
txn_00487,train,legitimate,78.94,18,16,36.4,104,legitimate
txn_00488,train,fraud,300.02,1,7,10.5,356,legitimate
txn_00489,train,legitimate,33.72,4,16,82.4,1183,legitimate
txn_00490,train,legitimate,8.04,19,12,10.9,1371,legitimate
txn_00491,train,legitimate,50.41,19,17,11.6,172,legitimate
txn_00492,test,legitimate,2.48,21,13,14.6,991,legitimate
txn_00493,train,legitimate,11.62,9,15,2.5,1181,legitimate
txn_00494,train,legitimate,105.62,5,14,61.3,1052,legitimate
txn_00495,train,legitimate,48.69,22,8,86.0,233,legitimate
txn_00496,train,legitimate,5.87,14,23,27.4,1226,legitimate
txn_00497,train,legitimate,4.43,8,12,19.5,1405,legitimate
txn_00498,test,legitimate,54.32,12,12,67.9,1438,legitimate
txn_00499,train,legitimate,22.12,11,9,12.1,1074,legitimate
txn_00500,train,legitimate,12.85,5,10,59.8,972,legitimate
txn_00501,test,legitimate,34.96,2,16,23.6,726,legitimate
txn_00502,test,legitimate,13.1,23,14,40.4,595,legitimate
txn_00503,test,legitimate,3.43,6,13,30.6,613,legitimate
txn_00504,train,legitimate,51.86,22,9,16.2,1201,legitimate
txn_00505,test,legitimate,12.17,9,12,1.6,845,legitimate
txn_00506,test,legitimate,8.55,10,8,69.5,1170,legitimate
txn_00507,train,legitimate,6.15,21,9,45.8,92,legitimate
txn_00508,test,legitimate,29.75,14,12,28.3,363,legitimate
txn_00509,train,legitimate,10.41,14,9,13.6,1316,legitimate
txn_00510,train,legitimate,43.17,2,15,67.0,780,legitimate
txn_00511,train,legitimate,17.78,19,10,78.2,1176,legitimate
txn_00512,train,legitimate,67.99,8,14,52.7,1484,legitimate
txn_00513,train,legitimate,15.79,20,9,87.9,1257,legitimate
txn_00514,test,legitimate,12.1,19,19,34.1,1117,legitimate
txn_00515,train,legitimate,3.27,2,18,117.8,1366,legitimate
txn_00516,test,legitimate,7.77,15,10,112.1,317,legitimate
txn_00517,train,legitimate,47.5,7,14,145.5,976,legitimate
txn_00518,train,legitimate,485.04,14,16,52.9,1280,legitimate
txn_00519,train,legitimate,6.68,19,19,1.9,901,legitimate
txn_00520,test,legitimate,8.26,19,14,12.5,1124,legitimate
txn_00521,train,legitimate,32.48,18,11,3.4,1146,legitimate
txn_00522,test,legitimate,37.31,4,10,16.2,1054,legitimate
txn_00523,train,legitimate,11.83,13,10,7.5,560,legitimate
txn_00524,test,legitimate,25.1,11,11,17.9,14,legitimate
txn_00525,test,legitimate,4.69,9,11,2.0,1333,legitimate
txn_00526,train,legitimate,17.26,14,11,84.6,1203,legitimate
txn_00527,train,fraud,73.03,11,10,6.4,354,legitimate
txn_00528,train,legitimate,117.99,18,15,1.9,1068,legitimate
txn_00529,train,legitimate,19.65,0,15,97.8,924,legitimate
txn_00530,train,legitimate,17.94,21,10,15.6,1067,legitimate
txn_00531,train,legitimate,36.42,3,12,12.5,804,legitimate
txn_00532,train,legitimate,69.85,10,14,19.8,877,legitimate
txn_00533,train,legitimate,37.7,8,10,17.0,1222,legitimate
txn_00534,train,legitimate,11.0,8,10,22.5,1237,legitimate
txn_00535,test,legitimate,33.11,3,9,102.7,1367,legitimate
txn_00536,train,legitimate,60.83,13,9,9.5,1099,legitimate
txn_00537,train,legitimate,11.43,5,15,9.1,496,legitimate
txn_00538,train,legitimate,6.15,14,10,67.1,914,legitimate
txn_00539,train,legitimate,38.56,19,11,31.9,744,legitimate
txn_00540,train,legitimate,33.45,0,9,83.3,1096,legitimate
txn_00541,train,legitimate,60.79,18,13,11.8,571,legitimate
txn_00542,train,legitimate,25.39,21,7,0.5,374,legitimate
txn_00543,train,legitimate,12.24,17,20,2.4,476,legitimate
txn_00544,test,legitimate,15.05,19,12,7.3,171,legitimate
txn_00545,train,legitimate,8.36,13,16,18.6,1401,legitimate
txn_00546,train,legitimate,9.07,8,11,152.8,372,legitimate
txn_00547,train,legitimate,13.31,22,11,20.1,969,legitimate
txn_00548,train,legitimate,14.39,14,16,22.0,1474,legitimate
txn_00549,test,legitimate,70.52,5,9,16.4,1137,legitimate
txn_00550,train,legitimate,6.87,16,8,2.7,426,legitimate
txn_00551,train,legitimate,22.21,14,17,96.0,256,legitimate
txn_00552,train,legitimate,12.96,20,17,63.4,663,legitimate
txn_00553,train,legitimate,102.38,10,11,16.4,1279,legitimate
txn_00554,test,legitimate,30.25,5,11,13.1,1022,legitimate
txn_00555,train,legitimate,16.08,22,13,0.6,1209,legitimate
txn_00556,train,fraud,67.35,22,13,152.8,494,legitimate
txn_00557,train,legitimate,24.93,8,17,4.0,342,legitimate
txn_00558,test,legitimate,14.54,3,12,32.6,1026,legitimate
txn_00559,train,legitimate,107.46,5,9,2.1,364,legitimate
txn_00560,test,legitimate,47.35,5,8,18.8,871,legitimate
txn_00561,test,legitimate,130.46,18,7,10.2,821,legitimate
txn_00562,train,legitimate,73.84,14,12,29.2,805,legitimate
txn_00563,train,legitimate,50.53,19,11,6.1,920,legitimate
txn_00564,test,legitimate,26.67,1,11,17.1,313,legitimate
txn_00565,train,legitimate,7.96,17,11,19.6,506,legitimate
txn_00566,train,legitimate,47.37,8,9,37.4,1391,legitimate
txn_00567,train,legitimate,25.16,18,11,13.6,1360,legitimate
txn_00568,train,legitimate,45.84,14,14,19.3,244,legitimate
txn_00569,test,legitimate,23.23,4,14,4.6,1231,legitimate
txn_00570,test,legitimate,11.8,18,14,1.8,880,legitimate
txn_00571,train,legitimate,8.62,14,14,29.1,634,legitimate
txn_00572,train,legitimate,47.0,20,8,42.2,126,legitimate
txn_00573,test,legitimate,84.73,12,11,42.0,131,legitimate
txn_00574,train,legitimate,17.62,22,8,12.7,259,legitimate
txn_00575,test,legitimate,36.87,21,12,0.1,355,legitimate
txn_00576,train,legitimate,92.86,19,12,85.6,652,legitimate
txn_00577,train,legitimate,10.24,9,13,13.9,392,legitimate
txn_00578,test,legitimate,16.74,21,9,9.9,410,legitimate
txn_00579,train,legitimate,7.72,5,12,10.1,945,legitimate
txn_00580,train,fraud,97.37,23,21,36.2,881,legitimate
txn_00581,train,legitimate,30.5,7,8,18.1,867,legitimate
txn_00582,test,legitimate,14.86,7,13,27.6,472,legitimate
txn_00583,test,legitimate,4.54,12,13,105.5,1467,legitimate
txn_00584,train,legitimate,19.67,4,8,52.7,782,legitimate
txn_00585,train,legitimate,63.39,23,11,29.1,849,legitimate
txn_00586,train,legitimate,17.54,11,10,8.3,350,legitimate
txn_00587,train,fraud,19.83,16,9,123.2,596,legitimate
txn_00588,train,legitimate,44.5,21,20,13.7,1149,legitimate
txn_00589,train,legitimate,6.92,17,13,82.9,775,legitimate
txn_00590,train,legitimate,24.81,3,14,43.7,1357,legitimate
txn_00591,train,legitimate,42.68,11,16,95.9,1168,legitimate
txn_00592,test,fraud,13.95,15,11,24.4,1248,legitimate
txn_00593,train,legitimate,10.34,9,12,14.0,1076,legitimate
txn_00594,train,legitimate,30.16,18,8,25.7,103,legitimate
txn_00595,train,legitimate,21.36,22,12,20.0,1284,legitimate
txn_00596,train,legitimate,18.66,11,7,1.0,151,legitimate
txn_00597,train,legitimate,28.98,10,19,92.4,582,legitimate
txn_00598,train,legitimate,29.43,16,8,58.5,857,legitimate
txn_00599,test,legitimate,9.41,3,18,50.4,877,legitimate
txn_00600,train,legitimate,12.18,13,16,47.6,898,legitimate
txn_00601,train,legitimate,36.87,18,13,16.2,1180,legitimate
txn_00602,test,legitimate,71.91,4,11,21.1,895,legitimate
txn_00603,test,legitimate,90.61,4,14,6.9,137,legitimate
txn_00604,test,legitimate,10.19,10,9,18.5,370,legitimate
txn_00605,train,legitimate,70.03,9,16,76.7,707,legitimate
txn_00606,train,legitimate,50.2,14,16,14.8,217,legitimate
txn_00607,train,legitimate,22.95,14,11,18.3,999,legitimate
txn_00608,test,legitimate,38.41,18,15,2.5,1141,legitimate
txn_00609,train,legitimate,53.91,19,15,23.4,1230,legitimate
txn_00610,train,legitimate,139.52,15,16,18.2,226,legitimate
txn_00611,train,legitimate,8.31,0,19,19.3,1461,legitimate
txn_00612,test,legitimate,43.01,20,13,20.5,95,legitimate
txn_00613,train,legitimate,20.63,15,14,49.9,130,legitimate
txn_00614,train,legitimate,19.31,14,12,6.8,723,legitimate
txn_00615,train,legitimate,73.96,3,9,38.1,1445,legitimate
txn_00616,test,legitimate,53.4,0,12,9.9,673,legitimate
txn_00617,test,legitimate,8.67,15,13,49.4,60,legitimate
txn_00618,train,legitimate,17.92,4,12,59.5,904,legitimate
txn_00619,train,legitimate,29.74,14,18,61.7,1132,legitimate
txn_00620,test,legitimate,5.85,23,11,49.9,1079,legitimate
txn_00621,train,legitimate,55.9,12,12,36.5,102,legitimate
txn_00622,train,legitimate,22.05,20,14,47.1,639,legitimate
txn_00623,train,legitimate,27.9,10,7,1.6,145,legitimate
txn_00624,test,legitimate,33.13,2,16,31.3,725,legitimate
txn_00625,test,legitimate,142.37,12,11,67.0,540,legitimate
txn_00626,train,legitimate,24.64,15,12,32.2,640,legitimate
txn_00627,train,legitimate,16.68,22,13,41.1,1239,legitimate
txn_00628,train,legitimate,133.12,13,16,49.1,1438,legitimate
txn_00629,test,legitimate,14.47,8,15,31.6,481,legitimate
txn_00630,train,legitimate,14.14,4,14,89.9,542,legitimate
txn_00631,test,legitimate,6.02,11,14,17.2,10,legitimate
txn_00632,test,legitimate,69.37,10,11,120.3,1400,legitimate
txn_00633,test,legitimate,31.14,3,18,10.4,754,legitimate
txn_00634,train,legitimate,37.94,3,15,25.3,29,legitimate
txn_00635,train,legitimate,28.05,9,13,144.3,582,legitimate
txn_00636,train,legitimate,20.82,15,13,11.1,763,legitimate
txn_00637,test,legitimate,10.94,1,8,32.4,170,legitimate
txn_00638,test,legitimate,10.99,16,7,4.9,521,legitimate
txn_00639,train,legitimate,36.52,21,6,8.0,7,legitimate
txn_00640,train,legitimate,26.92,13,14,15.0,652,legitimate
txn_00641,train,legitimate,119.72,8,10,35.8,1111,legitimate
txn_00642,test,legitimate,11.23,6,13,28.8,1284,legitimate
txn_00643,train,legitimate,14.72,22,12,26.4,494,legitimate
txn_00644,train,legitimate,8.68,1,12,23.8,925,legitimate
txn_00645,train,legitimate,93.22,3,9,15.7,468,legitimate
txn_00646,test,legitimate,7.04,8,12,8.4,1362,legitimate
txn_00647,train,legitimate,51.16,15,14,0.7,683,legitimate
txn_00648,train,legitimate,98.93,21,7,47.8,1008,legitimate
txn_00649,test,fraud,26.66,14,10,38.3,155,legitimate
txn_00650,train,legitimate,48.86,8,8,11.3,311,legitimate
txn_00651,train,legitimate,2.91,15,15,35.7,1089,legitimate
txn_00652,train,legitimate,16.28,4,15,60.8,215,legitimate
txn_00653,train,legitimate,4.63,19,13,40.2,884,legitimate
txn_00654,train,legitimate,28.29,15,13,75.9,961,legitimate
txn_00655,train,legitimate,24.08,1,13,52.9,331,legitimate
txn_00656,train,legitimate,11.16,14,13,32.9,1367,legitimate
txn_00657,train,legitimate,60.77,17,14,4.3,933,legitimate
txn_00658,train,legitimate,33.94,9,15,28.4,376,legitimate
txn_00659,test,legitimate,14.24,0,18,10.8,643,legitimate
txn_00660,train,legitimate,14.39,19,12,23.6,594,legitimate
txn_00661,train,legitimate,5.58,7,20,14.2,557,legitimate
txn_00662,test,legitimate,19.89,2,13,5.4,259,legitimate
txn_00663,train,legitimate,194.2,20,7,92.8,724,legitimate
txn_00664,train,legitimate,11.84,20,14,17.6,735,legitimate
txn_00665,train,legitimate,36.23,13,13,29.1,1279,legitimate
txn_00666,train,legitimate,13.9,14,11,18.1,379,legitimate
txn_00667,train,legitimate,52.91,22,7,21.7,38,legitimate
txn_00668,train,legitimate,36.93,21,8,19.7,1065,legitimate
txn_00669,train,legitimate,18.99,20,11,13.2,41,legitimate
txn_00670,train,legitimate,4.1,2,13,77.6,188,legitimate
txn_00671,train,legitimate,14.39,10,3,63.0,494,legitimate
txn_00672,train,legitimate,78.32,13,11,1.8,1340,legitimate
txn_00673,train,legitimate,18.79,6,10,58.8,379,legitimate
txn_00674,train,legitimate,44.54,16,18,48.4,405,legitimate
txn_00675,train,legitimate,14.88,4,14,3.6,686,legitimate
txn_00676,train,legitimate,3.78,8,13,22.1,1040,legitimate
txn_00677,train,legitimate,36.47,1,9,20.3,1105,legitimate
txn_00678,test,legitimate,32.83,4,10,46.9,398,legitimate
txn_00679,test,legitimate,13.51,17,6,22.0,725,legitimate
txn_00680,train,legitimate,16.59,9,15,17.0,481,legitimate
txn_00681,train,legitimate,31.87,19,16,85.2,536,legitimate
txn_00682,test,legitimate,13.33,4,14,8.7,1490,legitimate
txn_00683,train,legitimate,33.7,1,11,3.9,953,legitimate
txn_00684,test,legitimate,19.58,5,13,17.5,6,legitimate
txn_00685,train,legitimate,2.33,11,13,8.4,1081,legitimate
txn_00686,train,legitimate,20.77,16,10,14.6,1258,legitimate
txn_00687,test,legitimate,13.27,19,14,1.1,1418,legitimate
txn_00688,train,legitimate,10.47,16,16,46.7,571,legitimate
txn_00689,test,fraud,45.78,15,15,43.4,976,legitimate
txn_00690,test,legitimate,14.78,3,10,3.4,658,legitimate
txn_00691,train,legitimate,40.85,9,8,24.4,1375,legitimate
txn_00692,train,legitimate,70.62,18,8,20.6,718,legitimate
txn_00693,test,legitimate,27.61,22,18,46.8,59,legitimate
txn_00694,train,legitimate,5.19,4,15,3.8,181,legitimate
txn_00695,train,legitimate,11.63,10,15,2.3,1166,legitimate
txn_00696,test,fraud,75.9,1,10,43.8,239,legitimate
txn_00697,train,legitimate,18.57,7,8,4.7,199,legitimate
txn_00698,train,legitimate,10.8,18,11,16.3,1191,legitimate
txn_00699,train,legitimate,21.95,11,10,10.8,370,legitimate
txn_00700,train,legitimate,39.46,23,16,37.2,975,legitimate
txn_00701,train,legitimate,31.0,8,11,0.9,1473,legitimate
txn_00702,train,legitimate,45.44,15,11,11.7,323,legitimate
txn_00703,test,legitimate,10.62,9,11,7.0,1424,legitimate
txn_00704,train,legitimate,18.3,23,12,9.1,104,legitimate
txn_00705,train,legitimate,18.72,11,11,19.0,533,legitimate
txn_00706,train,legitimate,23.51,15,11,16.1,1027,legitimate
txn_00707,train,legitimate,3.03,1,8,23.9,1223,legitimate
txn_00708,test,legitimate,19.02,0,10,0.8,222,legitimate
txn_00709,train,legitimate,6.38,14,15,41.0,700,legitimate
txn_00710,test,legitimate,94.96,22,9,3.4,516,legitimate
txn_00711,train,legitimate,111.92,13,16,0.6,254,legitimate
txn_00712,train,legitimate,126.62,11,9,19.8,1222,legitimate
txn_00713,train,legitimate,53.54,17,13,33.0,140,legitimate
txn_00714,train,legitimate,14.88,19,9,0.7,63,legitimate
txn_00715,train,legitimate,62.1,5,14,98.3,558,legitimate
txn_00716,train,legitimate,19.73,6,11,5.3,1355,legitimate
txn_00717,train,legitimate,44.04,0,15,48.2,445,legitimate
txn_00718,train,legitimate,9.86,13,9,6.3,1132,legitimate
txn_00719,train,legitimate,13.47,16,8,86.6,853,legitimate
txn_00720,train,legitimate,38.13,16,10,97.8,742,legitimate
txn_00721,train,legitimate,138.87,8,11,28.5,952,legitimate
txn_00722,train,legitimate,23.5,18,15,3.3,1230,legitimate
txn_00723,train,legitimate,223.56,14,12,12.4,1464,legitimate
txn_00724,train,legitimate,367.3,6,12,55.7,1412,legitimate
txn_00725,train,legitimate,6.79,6,17,30.8,675,legitimate
txn_00726,train,legitimate,23.46,5,8,24.0,1086,legitimate
txn_00727,test,legitimate,9.41,8,15,11.1,1129,legitimate
txn_00728,train,legitimate,21.01,9,13,24.1,1458,legitimate
txn_00729,test,legitimate,14.22,6,12,22.2,1130,legitimate
txn_00730,train,legitimate,22.57,14,14,13.9,610,legitimate
txn_00731,train,legitimate,62.59,11,11,4.5,534,legitimate
txn_00732,train,legitimate,61.04,15,17,58.6,570,legitimate
txn_00733,test,legitimate,31.2,15,14,5.2,102,legitimate
txn_00734,train,legitimate,24.2,3,13,37.5,1377,legitimate
txn_00735,test,legitimate,27.14,5,7,47.7,933,legitimate
txn_00736,train,legitimate,27.37,5,13,21.9,342,legitimate
txn_00737,train,legitimate,42.58,7,12,99.4,1299,legitimate
txn_00738,train,legitimate,24.27,20,12,6.5,631,legitimate
txn_00739,train,legitimate,39.7,11,9,43.0,613,legitimate
txn_00740,train,legitimate,6.62,9,14,75.4,1088,legitimate
txn_00741,test,fraud,67.94,16,11,14.0,256,legitimate
txn_00742,train,legitimate,135.95,9,15,9.3,894,legitimate
txn_00743,test,legitimate,28.97,8,9,2.2,191,legitimate
txn_00744,train,legitimate,5.97,19,14,36.0,505,legitimate
txn_00745,train,legitimate,91.92,1,16,2.6,427,legitimate
txn_00746,train,legitimate,17.46,1,16,76.5,608,legitimate
txn_00747,train,legitimate,1.26,12,15,19.2,1492,legitimate
txn_00748,test,legitimate,19.49,5,9,19.5,1048,legitimate
txn_00749,train,legitimate,44.02,10,11,107.6,1309,legitimate
txn_00750,train,legitimate,35.36,4,16,4.0,77,legitimate
txn_00751,train,legitimate,82.51,23,9,23.5,1408,legitimate
txn_00752,train,legitimate,44.71,12,11,43.2,389,legitimate
txn_00753,test,legitimate,27.37,13,13,53.1,331,legitimate
txn_00754,train,legitimate,3.43,11,9,6.5,604,legitimate
txn_00755,train,legitimate,8.04,1,18,32.9,558,legitimate
txn_00756,test,legitimate,28.91,4,14,24.7,1359,legitimate
txn_00757,test,legitimate,47.3,15,13,7.2,1009,legitimate
txn_00758,train,legitimate,8.76,21,10,7.3,948,legitimate
txn_00759,test,legitimate,13.22,1,11,10.7,253,legitimate
txn_00760,train,legitimate,38.54,4,16,4.8,15,legitimate
txn_00761,train,legitimate,3.66,8,10,6.4,139,legitimate
txn_00762,train,legitimate,3.53,6,13,13.4,732,legitimate
txn_00763,train,legitimate,19.29,0,12,47.4,141,legitimate
txn_00764,train,legitimate,31.08,22,14,16.5,330,legitimate
txn_00765,train,legitimate,15.08,14,10,33.4,708,legitimate
txn_00766,train,legitimate,2.5,7,18,80.1,1273,legitimate
txn_00767,test,legitimate,24.78,4,19,1.2,882,legitimate
txn_00768,test,legitimate,6.51,10,11,47.0,794,legitimate
txn_00769,train,legitimate,46.26,22,13,7.8,439,legitimate
txn_00770,train,legitimate,21.92,17,17,22.1,196,legitimate
txn_00771,train,legitimate,31.47,4,16,1.6,1157,legitimate
txn_00772,train,legitimate,45.7,10,9,25.9,1382,legitimate
txn_00773,train,legitimate,14.39,23,6,5.5,793,legitimate
txn_00774,train,legitimate,54.94,23,14,60.8,1442,legitimate
txn_00775,train,legitimate,82.94,21,12,28.6,548,legitimate
txn_00776,test,legitimate,35.88,11,16,134.2,881,legitimate
txn_00777,test,legitimate,90.36,12,9,17.2,331,legitimate
txn_00778,test,legitimate,13.03,5,15,13.6,1490,legitimate
txn_00779,train,legitimate,60.01,11,5,19.4,1085,legitimate
txn_00780,test,legitimate,31.64,17,9,39.8,333,legitimate
txn_00781,test,legitimate,9.13,9,12,6.3,589,legitimate
txn_00782,train,legitimate,22.43,22,6,2.7,1381,legitimate
txn_00783,test,fraud,18.42,17,21,96.6,1290,fraud
txn_00784,train,legitimate,14.03,5,9,15.5,1464,legitimate
txn_00785,train,legitimate,26.42,4,13,16.7,1450,legitimate
txn_00786,train,legitimate,69.36,12,9,20.4,450,legitimate
txn_00787,test,legitimate,17.71,8,13,74.8,1002,legitimate
txn_00788,train,legitimate,27.44,21,12,6.5,1084,legitimate
txn_00789,test,legitimate,5.67,1,14,22.1,1144,legitimate
txn_00790,train,legitimate,26.96,18,14,19.4,1050,legitimate
txn_00791,train,legitimate,76.0,10,13,44.3,651,legitimate
txn_00792,train,legitimate,54.08,20,10,0.8,1004,legitimate
txn_00793,train,legitimate,38.8,4,12,41.9,1208,legitimate
txn_00794,train,legitimate,14.4,7,14,22.5,1216,legitimate
txn_00795,train,legitimate,9.24,22,9,0.3,459,legitimate
txn_00796,train,legitimate,22.1,3,20,15.7,865,legitimate
txn_00797,train,legitimate,6.45,10,12,83.4,227,legitimate
txn_00798,train,legitimate,7.15,23,8,15.0,1139,legitimate
txn_00799,test,legitimate,61.67,5,9,6.8,1019,legitimate
txn_00800,train,fraud,12.56,16,14,3.6,15,legitimate
txn_00801,test,legitimate,143.59,6,15,11.4,1014,legitimate
txn_00802,test,legitimate,5.89,15,10,97.6,137,legitimate
txn_00803,train,legitimate,37.14,4,14,16.3,496,legitimate
txn_00804,train,legitimate,7.6,9,21,9.9,149,legitimate
txn_00805,train,legitimate,28.83,2,16,39.1,1025,legitimate
txn_00806,train,fraud,11.12,5,15,12.4,825,legitimate
txn_00807,train,legitimate,25.25,1,11,36.0,1381,legitimate
txn_00808,train,legitimate,20.78,2,13,8.6,735,legitimate
txn_00809,train,fraud,19.92,17,14,9.5,452,legitimate
txn_00810,train,fraud,51.7,2,7,11.9,871,legitimate
txn_00811,train,legitimate,108.1,2,16,66.9,1096,legitimate
txn_00812,test,fraud,17.34,14,11,16.2,484,legitimate
txn_00813,train,legitimate,58.24,20,13,32.0,716,legitimate
txn_00814,train,legitimate,26.37,10,7,57.4,633,legitimate
txn_00815,train,legitimate,23.54,23,9,24.8,520,legitimate
txn_00816,train,legitimate,212.82,22,9,39.8,1156,legitimate
txn_00817,train,legitimate,2.83,21,5,32.7,1455,legitimate
txn_00818,train,legitimate,12.36,2,13,22.3,276,legitimate
txn_00819,train,legitimate,4.04,4,14,179.7,986,legitimate
txn_00820,train,legitimate,17.78,19,11,61.0,730,legitimate
txn_00821,test,legitimate,19.33,19,19,20.1,54,legitimate
txn_00822,train,legitimate,1056.99,20,15,4.9,508,legitimate
txn_00823,train,legitimate,34.18,14,16,38.8,1110,legitimate
txn_00824,train,legitimate,143.57,22,11,101.9,486,legitimate
txn_00825,train,legitimate,87.76,22,14,3.6,1238,legitimate
txn_00826,train,legitimate,15.68,2,14,4.6,892,legitimate
txn_00827,train,legitimate,38.98,7,11,14.8,732,legitimate
txn_00828,train,legitimate,126.7,13,16,29.2,832,legitimate
txn_00829,train,legitimate,28.79,14,12,118.0,121,legitimate
txn_00830,test,legitimate,29.82,3,6,5.8,862,legitimate
txn_00831,train,legitimate,39.9,14,5,35.5,1155,legitimate
txn_00832,train,legitimate,5.46,23,19,11.5,1389,legitimate
txn_00833,train,legitimate,10.84,4,12,2.4,616,legitimate
txn_00834,test,legitimate,33.84,22,14,45.7,1348,legitimate
txn_00835,test,legitimate,41.63,14,14,71.0,1217,legitimate
txn_00836,train,legitimate,9.76,7,9,22.8,397,legitimate
txn_00837,train,legitimate,17.6,17,10,11.4,605,legitimate
txn_00838,train,legitimate,21.46,8,11,3.5,478,legitimate
txn_00839,test,legitimate,20.86,19,12,10.7,661,legitimate
txn_00840,train,legitimate,48.17,15,13,8.1,768,legitimate
txn_00841,train,legitimate,26.92,20,15,2.5,1096,legitimate
txn_00842,test,legitimate,28.55,10,14,34.0,1344,legitimate
txn_00843,train,legitimate,5.96,0,14,5.5,401,legitimate
txn_00844,train,legitimate,8.53,8,13,42.4,1313,legitimate
txn_00845,train,legitimate,33.3,18,11,4.1,1322,legitimate
txn_00846,train,legitimate,4.98,0,11,5.3,1421,legitimate
txn_00847,train,legitimate,31.61,7,10,81.2,387,legitimate
txn_00848,train,legitimate,12.57,12,9,31.4,1052,legitimate
txn_00849,test,legitimate,10.81,18,9,15.1,1302,legitimate
txn_00850,train,fraud,59.01,15,9,65.2,54,legitimate
txn_00851,train,legitimate,12.36,3,14,70.0,1169,legitimate
txn_00852,train,legitimate,10.32,0,11,1.8,1465,legitimate
txn_00853,test,legitimate,12.37,9,9,2.5,434,legitimate
txn_00854,train,fraud,32.83,8,12,89.9,583,legitimate
txn_00855,train,legitimate,368.45,9,13,9.5,1090,legitimate
txn_00856,train,legitimate,2.95,16,11,26.2,1212,legitimate
txn_00857,train,fraud,30.38,16,12,45.4,889,legitimate
txn_00858,train,fraud,24.37,10,7,55.0,961,legitimate
txn_00859,train,legitimate,61.99,14,15,73.6,542,legitimate
txn_00860,train,legitimate,16.69,7,14,61.6,472,legitimate
txn_00861,train,legitimate,2.07,19,10,5.6,820,legitimate
txn_00862,train,legitimate,89.74,6,8,26.4,1292,legitimate
